"ï..Name","Length","EffectiveLength","TPM","NumReads","mgi_symbol","external_gene_name"
"ENSMUSG00000108558",1943,1913.97,355.821,19505,"Psg-ps1","Psg-ps1"
"ENSMUSG00000030291",812,605.17,354.829,6150,"Med21","Med21"
"ENSMUSG00000035242",977,815.69,352.28,8229.85,"Oaz1","Oaz1"
"ENSMUSG00000068396",354,221.05,351.64,2226.22,"Rpl34-ps1","Rpl34-ps1"
"ENSMUSG00000022051",1436,1188.59,351.435,11963.42,"Bnip3l","Bnip3l"
"ENSMUSG00000042842",1811,1650.6,345.498,16333,"Serpinb6b","Serpinb6b"
"ENSMUSG00000090553",505,352.8,344.553,3481.45,"Snrpe","Snrpe"
"ENSMUSG00000078784",459,224.82,344.342,2217.19,"Rbis","Rbis"
"ENSMUSG00000035491",835,718.1,341.622,7026,"Fthl17a","Fthl17a"
"ENSMUSG00000060073",883,723.71,340.092,7049.2,"Psma3","Psma3"
"ENSMUSG00000038803",644,521.83,339.234,5070,"Ost4","Ost4"
"ENSMUSG00000015932",1911,1622.52,338.694,15739,"Dstn","Dstn"
"ENSMUSG00000026238",1210,830.56,338.65,8055.68,"Ptma","Ptma"
"ENSMUSG00000024516",875,708.59,338.225,6864,"Sec11c","Sec11c"
"ENSMUSG00000078566",1566,1197.84,333.506,11441.42,"Bnip3","Bnip3"
"ENSMUSG00000045996",495,229.21,330.212,2167.72,"Polr2k","Polr2k"
"ENSMUSG00000038900",766,604.14,330.179,5712.99,"Rpl12","Rpl12"
"ENSMUSG00000052681",2720,1826.39,329.698,17246,"Rap1b","Rap1b"
"ENSMUSG00000004285",703,574.97,327.634,5395.27,"Atp6v1f","Atp6v1f"
"ENSMUSG00000041084",1067,868.77,324.534,8075,"Ostc","Ostc"
"ENSMUSG00000058558",1298,1145.09,323.168,10598.57,"Rpl5","Rpl5"
"ENSMUSG00000060802",860,546.82,322.836,5056,"B2m","B2m"
"ENSMUSG00000064354",684,472.83,319.976,4333.15,"mt-Co2","mt-Co2"
"ENSMUSG00000026421",1823,1746.41,319.366,15974,"Csrp1","Csrp1"
"ENSMUSG00000024990",936,813.07,318.894,7426,"Rbp4","Rbp4"
"ENSMUSG00000021024",1032,943.21,318.688,8609,"Psma6","Psma6"
"ENSMUSG00000041841",583,449.51,318.648,4102.31,"Rpl37","Rpl37"
"ENSMUSG00000099764",496,341.85,316.418,3098,"Rps10-ps2","Rps10-ps2"
"ENSMUSG00000031950",1252,1075.94,316.153,9742.31,"Gabarapl2","Gabarapl2"
"ENSMUSG00000020571",2096,1978.07,311.442,17644,"Pdia6","Pdia6"
"ENSMUSG00000031839",1022,902.29,311.278,8044,"Hsbp1","Hsbp1"
"ENSMUSG00000094392",136,28.69,311.149,255.65,"Gm3788","Gm3788"
"ENSMUSG00000016559",1771,1227.67,310.722,10925.28,"H3f3b","H3f3b"
"ENSMUSG00000031812",1136,1021.47,309.026,9040.61,"Map1lc3b","Map1lc3b"
"ENSMUSG00000046721",653,534.56,308.914,4729.47,"Rpl14-ps1","Rpl14-ps1"
"ENSMUSG00000066362",538,414.73,308.035,3658.86,"Rps13-ps1","Rps13-ps1"
"ENSMUSG00000021764",605,479.66,306.384,4209,"Ndufs4","Ndufs4"
"ENSMUSG00000079435",485,362.88,305.275,3172.77,"Rpl36a","Rpl36a"
"ENSMUSG00000018770",721,568.48,302.673,4928,"Atp5g3","Atp5g3"
"ENSMUSG00000046432",859,737.45,300.082,6337.98,"Bex3","Bex3"
"ENSMUSG00000024646",828,691.42,298.852,5918,"Cyb5a","Cyb5a"
"ENSMUSG00000095180",754,644.61,298.563,5512,"Rhox5","Rhox5"
"ENSMUSG00000035885",550,383.68,298.394,3279,"Cox8a","Cox8a"
"ENSMUSG00000086922",685,549.37,297.238,4676.8,"Gm13835","Gm13835"
"ENSMUSG00000075486",904,678.83,296.165,5758,"Commd6","Commd6"
"ENSMUSG00000051234",1189,941.9,296.14,7988.8,"Rnf7","Rnf7"
"ENSMUSG00000060036",1362,1306.2,295.36,11049.43,"Rpl3","Rpl3"
"ENSMUSG00000070394",478,343.2,292.186,2872,"Tmem256","Tmem256"
"ENSMUSG00000113948",556,443.55,291.763,3706.38,"Rpl17-ps3","Rpl17-ps3"
"ENSMUSG00000021520",536,394.64,289.646,3273.79,"Uqcrb","Uqcrb"
"ENSMUSG00000026049",1058,770.47,287.394,6341.84,"Tex30","Tex30"
"ENSMUSG00000022312",1290,1218.81,286.531,10002.02,"Eif3h","Eif3h"
"ENSMUSG00000024659",1580,1459.91,286.518,11980,"Anxa1","Anxa1"
"ENSMUSG00000049760",600,472.84,286.511,3880,"Micos13","Micos13"
"ENSMUSG00000060904",2078,1569.72,285.714,12844.94,"Arl1","Arl1"
"ENSMUSG00000058603",414,280.47,284.235,2283.18,"Rpl28-ps1","Rpl28-ps1"
"ENSMUSG00000028645",2277,2136.96,283.481,17350,"Slc2a1","Slc2a1"
"ENSMUSG00000044533",979,827.54,281.052,6661.21,"Rps2","Rps2"
"ENSMUSG00000023043",1437,1331.77,279.689,10668,"Krt18","Krt18"
"ENSMUSG00000022018",918,670.65,279.213,5363,"Rgcc","Rgcc"
"ENSMUSG00000021361",914,808.24,277.817,6431,"Tmem14c","Tmem14c"
"ENSMUSG00000020585",1773,1592.46,277.338,12649,"Laptm4a","Laptm4a"
"ENSMUSG00000062647",912,811.18,276.843,6431.73,"Rpl7a","Rpl7a"
"ENSMUSG00000021242",3067,3112.06,275.427,24549,"Npc2","Npc2"
"ENSMUSG00000079018",798,702.7,273.346,5501.27,"Ly6c1","Ly6c1"
"ENSMUSG00000080848",472,352.4,271.483,2740.04,"Gm9385","Gm9385"
"ENSMUSG00000025393",1009,891.17,271.006,6917,"Atp5b","Atp5b"
"ENSMUSG00000067847",525,339.48,270.186,2627,"Romo1","Romo1"
"ENSMUSG00000043483",636,527.78,268.998,4066.15,"Gm6863","Gm6863"
"ENSMUSG00000037499",742,520.17,268.898,4006,"Nenf","Nenf"
"ENSMUSG00000083097",435,310.89,266.937,2376.79,"Gm14494","Gm14494"
"ENSMUSG00000065947",297,151.78,266.62,1159,"mt-Nd4l","mt-Nd4l"
"ENSMUSG00000030057",1619,1377.08,265.72,10480,"Cnbp","Cnbp"
"ENSMUSG00000031320",958,880.45,265.351,6691.21,"Rps4x","Rps4x"
"ENSMUSG00000035674",421,292.32,262.894,2201,"Ndufa3","Ndufa3"
"ENSMUSG00000022982",663,535.27,262.745,4028,"Sod1","Sod1"
"ENSMUSG00000061518",749,508.47,261.738,3811.66,"Cox5b","Cox5b"
"ENSMUSG00000117098",646,527.78,261.244,3948.89,"Gm49909","Gm49909"
"ENSMUSG00000078578",1767,1270.32,260.543,9479.2,"Ube2d3","Ube2d3"
"ENSMUSG00000024953",850,717.58,253.943,5219,"Prdx5","Prdx5"
"ENSMUSG00000071766",850,759.39,252.375,5489,"Rhox12","Rhox12"
"ENSMUSG00000002416",483,326.24,251.949,2354.11,"Ndufb2","Ndufb2"
"ENSMUSG00000000031",2082,2018.32,251.482,14537,"H19","H19"
"ENSMUSG00000094627",273,140.35,251.044,1009.14,"Gm10182","Gm10182"
"ENSMUSG00000016427",419,274.78,250.709,1973,"Ndufa1","Ndufa1"
"ENSMUSG00000079658",740,425.08,247.078,3008,"Eloc","Eloc"
"ENSMUSG00000029465",855,750.47,245.978,5287,"Arpc3","Arpc3"
"ENSMUSG00000022108",1501,1187.68,245.917,8365,"Itm2b","Itm2b"
"ENSMUSG00000090000",779,533.54,245.302,3748.39,"Ier3ip1","Ier3ip1"
"ENSMUSG00000022956",834,725.52,244.161,5073.47,"Atp5o","Atp5o"
"ENSMUSG00000038722",840,734.04,243.778,5125,"Bud31","Bud31"
"ENSMUSG00000015656",2207,2215.52,238.865,15156.76,"Hspa8","Hspa8"
"ENSMUSG00000025467",620,498.24,238.684,3406,"Prap1","Prap1"
"ENSMUSG00000091955",485,345.3,238.629,2359.94,"Tmsb10b","Tmsb10b"
"ENSMUSG00000026021",1202,936.56,236.361,6340.03,"Sumo1","Sumo1"
"ENSMUSG00000040681",1653,1511.6,236.187,10225.18,"Hmgn1","Hmgn1"
"ENSMUSG00000049382",1958,1846.37,235.696,12463.81,"Krt8","Krt8"
"ENSMUSG00000001627",959,792.22,235.351,5340,"Ifrd1","Ifrd1"
"ENSMUSG00000023861",950,630.26,235.251,4246.49,"Mpc1","Mpc1"
"ENSMUSG00000001175",1891,1708.3,234.986,11497,"Calm1","Calm1"
"ENSMUSG00000071014",657,451.85,234.757,3038,"Ndufb6","Ndufb6"
"ENSMUSG00000054091",1160,764.58,234.68,5139,"1810037I17Rik","1810037I17Rik"
"ENSMUSG00000018286",789,673.29,231.964,4473,"Psmb6","Psmb6"
"ENSMUSG00000099021",300,150.16,231.824,996.98,NA,NA
"ENSMUSG00000001105",919,749.5,231.109,4961,"Ift20","Ift20"
"ENSMUSG00000050071",857,688.41,230.507,4544.75,"Bex1","Bex1"
"ENSMUSG00000021996",1010,929.62,230.289,6131.39,"Esd","Esd"
"ENSMUSG00000032060",838,718.59,230.264,4739,"Cryab","Cryab"
"ENSMUSG00000025630",1289,995.65,230.048,6560,"Hprt","Hprt"
"ENSMUSG00000015441",919,832.69,229.155,5465,"Gzmf","Gzmf"
"ENSMUSG00000061559",1192,1081.7,228.533,7080,"Skic8","Skic8"
"ENSMUSG00000002015",1219,1166.05,227.75,7606,"Bcap31","Bcap31"
"ENSMUSG00000003955",570,445.76,227.155,2900,"Fam162a","Fam162a"
"ENSMUSG00000113061",607,487.04,226.985,3166.22,"Rps18-ps5","Rps18-ps5"
"ENSMUSG00000032399",1503,1434.74,226.785,9318.91,"Rpl4","Rpl4"
"ENSMUSG00000070436",2165,1990.46,226.374,12905,"Serpinh1","Serpinh1"
"ENSMUSG00000030304",1043,827.75,225.629,5349,"Ergic2","Ergic2"
"ENSMUSG00000033938",628,472.44,225.336,3049,"Ndufb7","Ndufb7"
"ENSMUSG00000039105",1135,927.76,224.698,5970.51,"Atp6v1g1","Atp6v1g1"
"ENSMUSG00000033916",929,826.14,224.674,5316,"Chmp2a","Chmp2a"
"ENSMUSG00000081087",392,266.25,224.298,1710.36,"Rps15a-ps7","Rps15a-ps7"
"ENSMUSG00000026511",1090,798.68,223.854,5120.54,"Srp9","Srp9"
"ENSMUSG00000025362",664,536.83,223.199,3431.67,"Rps26","Rps26"
"ENSMUSG00000016194",1406,1298.86,222.958,8294,"Hsd11b1","Hsd11b1"
"ENSMUSG00000022193",897,768.4,222.952,4906.53,"Psmb5","Psmb5"
"ENSMUSG00000032231",1443,1394.74,222.877,8903,"Anxa2","Anxa2"
"ENSMUSG00000029616",1087,934.02,219.958,5884,"Erp29","Erp29"
"ENSMUSG00000005873",681,539.52,218.74,3380,"Reep5","Reep5"
"ENSMUSG00000050732",828,712.38,218.008,4448,"Vamp8","Vamp8"
"ENSMUSG00000019362",616,478.27,216.602,2967,"D8Ertd738e","D8Ertd738e"
"ENSMUSG00000014294",572,435.48,216.241,2697,"Ndufa2","Ndufa2"
"ENSMUSG00000031765",561,412.32,213.565,2522,"Mt1","Mt1"
"ENSMUSG00000028478",1075,888.6,212.575,5410,"Clta","Clta"
"ENSMUSG00000002308",1091,998.57,211.613,6052,"Cd320","Cd320"
"ENSMUSG00000046718",792,659.35,210.971,3984,"Bst2","Bst2"
"ENSMUSG00000062753",694,558.06,210.225,3360,"Smim29","Smim29"
"ENSMUSG00000000563",1347,1155.51,209.558,6935.2,"Atp5pb","Atp5pb"
"ENSMUSG00000024725",1245,1038.15,208.791,6208,"Ostf1","Ostf1"
"ENSMUSG00000078974",689,533.5,208.694,3188.76,"Sec61g","Sec61g"
"ENSMUSG00000031167",1233,838.47,205.96,4945.96,"Rbm3","Rbm3"
"ENSMUSG00000051257",1178,1053.82,205.521,6203,"Trap1a","Trap1a"
"ENSMUSG00000024248",1076,968.86,204.89,5685.37,"Cox7a2l","Cox7a2l"
"ENSMUSG00000009549",787,660.36,204.726,3872,"Srp14","Srp14"
"ENSMUSG00000032381",1240,1052.37,204.644,6168,"Ciao2a","Ciao2a"
"ENSMUSG00000037058",1342,1111.08,204.043,6493,"Paip2","Paip2"
"ENSMUSG00000063787",610,469.82,204.002,2745,"Chchd1","Chchd1"
"ENSMUSG00000035227",1136,994.73,203.887,5808.63,"Spcs2","Spcs2"
"ENSMUSG00000075602",880,797.22,202.963,4634.17,"Ly6a","Ly6a"
"ENSMUSG00000022338",593,398.23,202.71,2312,"Eny2","Eny2"
"ENSMUSG00000047843",955,709.32,202.576,4115.37,"Bri3","Bri3"
"ENSMUSG00000031799",2156,2022.69,202.379,11723.97,"Tpm4","Tpm4"
"ENSMUSG00000036309",1383,1093.12,201.647,6313,"Skp1","Skp1"
"ENSMUSG00000021606",584,447.13,201.624,2582,"Ndufs6","Ndufs6"
"ENSMUSG00000005161",1010,915.72,201.584,5286.84,"Prdx2","Prdx2"
"ENSMUSG00000057170",871,772.68,201.451,4458.07,"Prl3d1","Prl3d1"
"ENSMUSG00000037664",1568,1144.3,201.445,6602,"Cdkn1c","Cdkn1c"
"ENSMUSG00000028648",524,399.11,200.859,2295.94,"Ndufs5","Ndufs5"
"ENSMUSG00000020386",1201,916.46,199.102,5226,"Sar1b","Sar1b"
"ENSMUSG00000027533",993,806.64,199.036,4598.23,"Fabp5","Fabp5"
"ENSMUSG00000022450",569,407.5,198.786,2320,"Ndufa6","Ndufa6"
"ENSMUSG00000029642",1162,981.57,198.582,5582.65,"Polr1d","Polr1d"
"ENSMUSG00000087687",547,427.86,198.546,2433,"Pet100","Pet100"
"ENSMUSG00000009596",1549,1370.13,198.185,7777,"Taf7l","Taf7l"
"ENSMUSG00000020803",966,667.69,197.617,3779,"Txndc17","Txndc17"
"ENSMUSG00000078812",1299,1187.22,197.043,6699.97,"Eif5a","Eif5a"
"ENSMUSG00000064016",1040,962.31,195.094,5377,"Gm648","Gm648"
"ENSMUSG00000029580",1900,1653.68,194.511,9212.41,"Actb","Actb"
"ENSMUSG00000002233",1124,973.32,194.251,5415,"Rhoc","Rhoc"
"ENSMUSG00000029076",1646,1567.67,192.656,8650,"Sdf4","Sdf4"
"ENSMUSG00000022400",749,640.56,192.555,3532.6,"Rbx1","Rbx1"
"ENSMUSG00000025510",1601,1545.22,192.495,8519,"Cd151","Cd151"
"ENSMUSG00000021905",737,609.18,192.41,3357,"Dph3","Dph3"
"ENSMUSG00000029430",1688,1504.14,192.38,8287.6,"Ran","Ran"
"ENSMUSG00000008475",1907,1602.31,191.999,8811,"Arpc5","Arpc5"
"ENSMUSG00000022797",3557,2698.13,190.501,14721,"Tfrc","Tfrc"
"ENSMUSG00000062825",1841,1737.98,190.14,9464.45,"Actg1","Actg1"
"ENSMUSG00000037361",904,715.09,190.034,3892,"Sf3b6","Sf3b6"
"ENSMUSG00000094306",164,45.35,189.387,245.99,"Gm24924","Gm24924"
"ENSMUSG00000060147",1477,1421.15,188.097,7656,"Serpinb6a","Serpinb6a"
"ENSMUSG00000072235",1803,1738.83,188.003,9362.69,"Tuba1a","Tuba1a"
"ENSMUSG00000084786",495,374.56,187.182,2008,"Ubl5","Ubl5"
"ENSMUSG00000024150",1947,1793.06,186.86,9596,"Mcfd2","Mcfd2"
"ENSMUSG00000002379",539,395.95,185.27,2101,"Ndufa11","Ndufa11"
"ENSMUSG00000041453",959,839.96,184.342,4434.66,"Rpl21","Rpl21"
"ENSMUSG00000037266",1960,1643.34,183.997,8660,"Rsrp1","Rsrp1"
"ENSMUSG00000062554",381,244.08,183.869,1285.35,"Gm12751","Gm12751"
"ENSMUSG00000090258",663,544.21,182.787,2849,"Churc1","Churc1"
"ENSMUSG00000028618",1710,1464.64,182.25,7645,"Tmem59","Tmem59"
"ENSMUSG00000110057",377,249.93,182.242,1304.5,"Gm2225","Gm2225"
"ENSMUSG00000063018",604,479.41,181.858,2497,"2010204K13Rik","2010204K13Rik"
"ENSMUSG00000116875",969,880.49,181.77,4583.78,"Morf4l1-ps1","Morf4l1-ps1"
"ENSMUSG00000059256",964,882.94,181.747,4595.96,"Gzmd","Gzmd"
"ENSMUSG00000011179",2076,1967.76,181.729,10241.77,"Odc1","Odc1"
"ENSMUSG00000006373",1857,1448.31,180.978,7507,"Pgrmc1","Pgrmc1"
"ENSMUSG00000065037",331,181.55,180.506,938.59,NA,NA
"ENSMUSG00000041571",736,603.05,180.355,3115,"Selenow","Selenow"
"ENSMUSG00000062270",1589,1436.71,180.168,7413.53,"Morf4l1","Morf4l1"
"ENSMUSG00000079884",604,478.54,179.157,2455.43,"Tmed2b","Tmed2b"
"ENSMUSG00000027835",1560,970.69,178.738,4969.11,"Pdcd10","Pdcd10"
"ENSMUSG00000020219",565,403.72,178.159,2060,"Timm13","Timm13"
"ENSMUSG00000002728",1092,844.13,178.107,4305.94,"Naa20","Naa20"
"ENSMUSG00000024099",1064,901.1,177.891,4591,"Ndufv2","Ndufv2"
"ENSMUSG00000030246",989,905.32,177.859,4611.63,"Ldhb","Ldhb"
"ENSMUSG00000007656",609,455.53,176.6,2304,"Arpp19","Arpp19"
"ENSMUSG00000026111",1107,939.05,176.466,4746,"Unc50","Unc50"
"ENSMUSG00000018567",1009,919.82,176.321,4645,"Gabarap","Gabarap"
"ENSMUSG00000069516",1316,1267.32,176.187,6394.94,"Lyz2","Lyz2"
"ENSMUSG00000020485",720,621.18,175.499,3122.27,"Supt4a","Supt4a"
"ENSMUSG00000105879",457,321.11,175.375,1612.88,"Gm6204","Gm6204"
"ENSMUSG00000114904",502,384.38,174.613,1922.29,"Gm49352","Gm49352"
"ENSMUSG00000025381",887,767.54,174.456,3835,"Cnpy2","Cnpy2"
"ENSMUSG00000030879",649,519.22,174.235,2591,"Mrpl17","Mrpl17"
"ENSMUSG00000025781",1166,1066.14,173.966,5312,"Atp5c1","Atp5c1"
"ENSMUSG00000032766",919,743.95,172.338,3672,"Gng11","Gng11"
"ENSMUSG00000016308",828,614.54,171.811,3024,"Ube2a","Ube2a"
"ENSMUSG00000014856",794,681.45,171.441,3346,"Tmem208","Tmem208"
"ENSMUSG00000033940",1095,1023.95,171.416,5027,"Brk1","Brk1"
"ENSMUSG00000078453",791,499.13,170.477,2437,"Abracl","Abracl"
"ENSMUSG00000012483",670,446.2,170.441,2178.14,"Rpa3","Rpa3"
"ENSMUSG00000029462",917,729.33,170.286,3557,"Vps29","Vps29"
"ENSMUSG00000030037",696,549.45,170.274,2679.5,"Mrpl53","Mrpl53"
"ENSMUSG00000040385",1397,1288.37,169.705,6262,"Ppp1ca","Ppp1ca"
"ENSMUSG00000096255",771,661.53,169.041,3202.71,"Dynlt1b","Dynlt1b"
"ENSMUSG00000015759",1436,1112.88,168.292,5364,"Cnih1","Cnih1"
"ENSMUSG00000082908",253,119.9,168.167,577.46,"Gm13736","Gm13736"
"ENSMUSG00000017922",823,591.05,167.474,2835,"Prl3c1","Prl3c1"
"ENSMUSG00000084349",1210,1148.05,167.418,5504.82,"Rpl3-ps1","Rpl3-ps1"
"ENSMUSG00000007815",2085,1695.27,166.919,8104.46,"Rhoa","Rhoa"
"ENSMUSG00000002064",1088,1007.05,166.838,4812,"Sdf2","Sdf2"
"ENSMUSG00000022111",932,734.38,166.613,3504.33,"Uchl3","Uchl3"
"ENSMUSG00000054266",1250,1173.71,166.526,5597.88,"Serpinb9d","Serpinb9d"
"ENSMUSG00000043801",685,532.74,166.218,2536.15,"Oaz1-ps","Oaz1-ps"
"ENSMUSG00000094989",579,467.78,165.186,2213.06,"Rpl9-ps4","Rpl9-ps4"
"ENSMUSG00000004945",937,828.36,165.061,3916,"Tmem242","Tmem242"
"ENSMUSG00000079197",838,729.27,164.809,3442.3,"Psme2","Psme2"
"ENSMUSG00000095304",484,342.11,164.567,1612.47,"Plac9","Plac9"
"ENSMUSG00000057113",1467,1231.7,164.028,5786.28,"Npm1","Npm1"
"ENSMUSG00000047721",560,399.75,163.946,1877,"Bola2","Bola2"
"ENSMUSG00000095742",243,105.35,163.063,492,"",""
"ENSMUSG00000007891",2072,2016.02,162.887,9405,"Ctsd","Ctsd"
"ENSMUSG00000090247",538,407.99,162.799,1902.29,"Bloc1s1","Bloc1s1"
"ENSMUSG00000030116",883,789.73,162.745,3681,"Mfap5","Mfap5"
"ENSMUSG00000024425",1743,1264.18,162.677,5890,"Ndfip1","Ndfip1"
"ENSMUSG00000053453",854,633.26,162.652,2950,"Thoc7","Thoc7"
"ENSMUSG00000061232",1006,853.24,161.771,3953.2,"H2-K1","H2-K1"
"ENSMUSG00000062551",852,694.89,161.771,3219.56,"Prl2c1","Prl2c1"
"ENSMUSG00000021576",1152,970.88,161.618,4494,"Pdcd6","Pdcd6"
"ENSMUSG00000063954",528,312.16,161.603,1444.81,"H2ac19","H2ac19"
"ENSMUSG00000048758",722,586.56,161.504,2713.15,"Rpl29","Rpl29"
"ENSMUSG00000023939",616,463.15,161.404,2141,"Mrpl14","Mrpl14"
"ENSMUSG00000028998",1125,938.04,161.246,4332,"Tomm7","Tomm7"
"ENSMUSG00000019997",2400,2070.09,160.74,9530,"Ccn2","Ccn2"
"ENSMUSG00000094724",934,788.76,160.473,3625.16,"Rnaset2b","Rnaset2b"
"ENSMUSG00000075701",1183,1016.35,160.433,4670,"Selenos","Selenos"
"ENSMUSG00000022415",812,662.42,159.709,3030,"Syngr1","Syngr1"
"ENSMUSG00000082029",411,285.31,159.665,1304.7,"H3f3c","H3f3c"
"ENSMUSG00000004771",1021,714.63,158.644,3247,"Rab11a","Rab11a"
"ENSMUSG00000060739",1501,1274.52,158.564,5788,"Nsa2","Nsa2"
"ENSMUSG00000002768",909,761.59,158.489,3457,"Mea1","Mea1"
"ENSMUSG00000005610",2169,1980.25,158.388,8983,"Eif4g2","Eif4g2"
"ENSMUSG00000051159",906,752.68,158.093,3408,"Cited1","Cited1"
"ENSMUSG00000000088",661,503.11,157.954,2276,"Cox5a","Cox5a"
"ENSMUSG00000032051",884,570.84,157.197,2570,"Fdx1","Fdx1"
"ENSMUSG00000010406",413,256.35,156.226,1147,"Mrpl52","Mrpl52"
"ENSMUSG00000037152",356,198.09,156.169,886,"Ndufc1","Ndufc1"
"ENSMUSG00000030647",660,473.64,156.061,2117,"Ndufc2","Ndufc2"
"ENSMUSG00000029038",1218,1040.59,155.891,4646,"Ssu72","Ssu72"
"ENSMUSG00000023791",933,791.34,155.84,3532,"Pigx","Pigx"
"ENSMUSG00000031762",511,368.47,155.596,1642,"Mt2","Mt2"
"ENSMUSG00000028461",792,627.09,155.512,2793,"Ccdc107","Ccdc107"
"ENSMUSG00000021546",1711,1425.83,155.162,6336.27,"Hnrnpk","Hnrnpk"
"ENSMUSG00000091625",493,216.45,154.278,956.43,"Lsm5","Lsm5"
"ENSMUSG00000030432",657,536.37,153.929,2364.62,"Rpl28","Rpl28"
"ENSMUSG00000041355",1058,972.02,153.921,4285,"Ssr2","Ssr2"
"ENSMUSG00000029066",732,601.23,153.721,2647,"Mrpl20","Mrpl20"
"ENSMUSG00000015575",827,724.17,153.612,3186,"Atp6v0e","Atp6v0e"
"ENSMUSG00000019054",787,664.85,152.719,2908,"Fis1","Fis1"
"ENSMUSG00000062169",909,773.69,152.717,3384,"Cnih4","Cnih4"
"ENSMUSG00000026568",875,652.32,152.118,2842,"Mpc2","Mpc2"
"ENSMUSG00000059278",471,336.85,151.853,1465,"Naa38","Naa38"
"ENSMUSG00000000171",1231,1119.14,151.532,4857,"Sdhd","Sdhd"
"ENSMUSG00000039910",1995,1497.16,151.308,6488,"Cited2","Cited2"
"ENSMUSG00000030842",1122,993.35,151.226,4302.36,"Lamtor1","Lamtor1"
"ENSMUSG00000028609",683,510.98,151.149,2212,"Magoh","Magoh"
"ENSMUSG00000016534",2166,1776.91,150.654,7667,"Lamp2","Lamp2"
"ENSMUSG00000074874",873,743.61,150.469,3204.58,"Ctla2b","Ctla2b"
"ENSMUSG00000000827",1247,1112.88,150.439,4795,"Tpd52l2","Tpd52l2"
"ENSMUSG00000063229",1559,1491.77,150.372,6424.63,"Ldha","Ldha"
"ENSMUSG00000026399",2241,1834.79,150.136,7889.49,"Cd55","Cd55"
"ENSMUSG00000039680",846,715.08,149.508,3061.97,"Mrps6","Mrps6"
"ENSMUSG00000021040",516,382.12,149.215,1633,"Slirp","Slirp"
"ENSMUSG00000027828",2927,2436.54,148.76,10381,"Ssr3","Ssr3"
"ENSMUSG00000034932",603,444.5,148.383,1889,"Mrpl54","Mrpl54"
"ENSMUSG00000018171",1440,1287.13,147.543,5439,"Vmp1","Vmp1"
"ENSMUSG00000015092",722,560.47,147.375,2365.69,"Edf1","Edf1"
"ENSMUSG00000078793",3610,3633.74,147.302,15329.95,"Gm5155","Gm5155"
"ENSMUSG00000020048",2757,2657.55,147.005,11189,"Hsp90b1","Hsp90b1"
"ENSMUSG00000029272",1242,946.35,146.548,3972,"Sult1e1","Sult1e1"
"ENSMUSG00000020307",1097,881.53,145.915,3683.96,"Cdc34","Cdc34"
"ENSMUSG00000087260",744,635,145.8,2651.6,"Lamtor5","Lamtor5"
"ENSMUSG00000023913",1906,1865.25,145.616,7779,"Pla2g7","Pla2g7"
"ENSMUSG00000031819",652,482.98,145.41,2011.42,"Emc8","Emc8"
"ENSMUSG00000051154",867,740.24,145.089,3076,"Commd3","Commd3"
"ENSMUSG00000057726",1927,1794.25,144.332,7416.95,"Serpinb9g","Serpinb9g"
"ENSMUSG00000022452",690,527.42,143.789,2172,"Smdt1","Smdt1"
"ENSMUSG00000003355",778,656.5,143.173,2692,"Fkbp11","Fkbp11"
"ENSMUSG00000060738",1016,769.88,143.021,3153.57,"Prl7c1","Prl7c1"
"ENSMUSG00000036372",608,492.3,142.698,2012,"Tmem258","Tmem258"
"ENSMUSG00000028692",1418,1335.55,142.429,5448,"Akr1a1","Akr1a1"
"ENSMUSG00000026229",1348,1262.25,141.833,5127.44,"Psmd1","Psmd1"
"ENSMUSG00000021877",1760,1304.54,141.024,5269,"Arf4","Arf4"
"ENSMUSG00000042541",1472,777.23,140.834,3135,"Sem1","Sem1"
"ENSMUSG00000044424",571,458.12,140.329,1841.2,"Gm9493","Gm9493"
"ENSMUSG00000000581",1272,753.38,140.148,3024,"C1d","C1d"
"ENSMUSG00000033213",775,540.9,140.076,2170,"AA467197","AA467197"
"ENSMUSG00000005779",1020,906.88,140.028,3637,"Psmb4","Psmb4"
"ENSMUSG00000042670",955,665.62,139.912,2667.2,"Immp1l","Immp1l"
"ENSMUSG00000030591",1355,1263.63,139.759,5058,"Psmd8","Psmd8"
"ENSMUSG00000042737",408,245,139.522,979,"Dpm3","Dpm3"
"ENSMUSG00000016833",595,464.93,137.504,1830.97,"Mrps18c","Mrps18c"
"ENSMUSG00000022940",746,505.91,136.84,1982.73,"Pigp","Pigp"
"ENSMUSG00000031447",2221,1973.26,136.672,7724,"Lamp1","Lamp1"
"ENSMUSG00000038393",1682,1604.39,136.278,6262,"Txnip","Txnip"
"ENSMUSG00000067147",801,698.04,136.27,2724.34,"Rpl7a-ps11","Rpl7a-ps11"
"ENSMUSG00000083621",408,281.84,135.861,1096.66,"Gm14586","Gm14586"
"ENSMUSG00000108414",617,457.43,135.531,1775.58,"Snhg1","Snhg1"
"ENSMUSG00000085939",720,617.21,135.281,2391.4,"Cd63-ps","Cd63-ps"
"ENSMUSG00000002477",839,630.09,135.268,2441.04,"Snrpd1","Snrpd1"
"ENSMUSG00000027170",1265,1114.57,135.235,4316.91,"Eif3m","Eif3m"
"ENSMUSG00000061104",789,560.94,134.962,2168.25,"Sap18b","Sap18b"
"ENSMUSG00000037411",3002,3000.58,134.958,11598,"Serpine1","Serpine1"
"ENSMUSG00000006699",2100,1857.81,133.87,7123,"Cdc42","Cdc42"
